,Date,DateOrdinary,EdinetID,Term,Value,Context,Type,PeriodOrInstant,IsConsolidated,Src
0,2016-05-10,736094,E05625,numberofsubmissiondei,1,FilingDateInstant,Instant,2016-05-10,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1007GIZ&amp;lgKbn=2&/E01EW/download?1463095258026
1,2015-03-31,735688,E05625,netsalessummaryofbusinessresults,2477000000,Prior1YTDDuration,Duration,2015-01-01:2015-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1007GIZ&amp;lgKbn=2&/E01EW/download?1463095258026
2,2016-03-31,736054,E05625,netsalessummaryofbusinessresults,3274000000,CurrentYTDDuration,Duration,2016-01-01:2016-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1007GIZ&amp;lgKbn=2&/E01EW/download?1463095258026
3,2015-12-31,735963,E05625,netsalessummaryofbusinessresults,11200000000,Prior1YearDuration,Duration,2015-01-01:2015-12-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1007GIZ&amp;lgKbn=2&/E01EW/download?1463095258026
4,2015-03-31,735688,E05625,ordinaryincomelosssummaryofbusinessresults,663000000,Prior1YTDDuration,Duration,2015-01-01:2015-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1007GIZ&amp;lgKbn=2&/E01EW/download?1463095258026
5,2016-03-31,736054,E05625,ordinaryincomelosssummaryofbusinessresults,1187000000,CurrentYTDDuration,Duration,2016-01-01:2016-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1007GIZ&amp;lgKbn=2&/E01EW/download?1463095258026
6,2015-12-31,735963,E05625,ordinaryincomelosssummaryofbusinessresults,3525000000,Prior1YearDuration,Duration,2015-01-01:2015-12-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1007GIZ&amp;lgKbn=2&/E01EW/download?1463095258026
7,2015-03-31,735688,E05625,profitlossattributabletoownersofparentsummaryofbusinessresults,410000000,Prior1YTDDuration,Duration,2015-01-01:2015-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1007GIZ&amp;lgKbn=2&/E01EW/download?1463095258026
8,2016-03-31,736054,E05625,profitlossattributabletoownersofparentsummaryofbusinessresults,799000000,CurrentYTDDuration,Duration,2016-01-01:2016-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1007GIZ&amp;lgKbn=2&/E01EW/download?1463095258026
9,2015-12-31,735963,E05625,profitlossattributabletoownersofparentsummaryofbusinessresults,1811000000,Prior1YearDuration,Duration,2015-01-01:2015-12-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1007GIZ&amp;lgKbn=2&/E01EW/download?1463095258026
