,EdinetID,Identification,IsDownloaded,Datetime,URL
0,E02272,S1006TJK,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1006TJK&amp;lgKbn=2&/E01EW/download?1462603952015
1,E02272,S10067UU,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10067UU&amp;lgKbn=2&/E01EW/download?1462603952015
2,E02272,S1005L10,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1005L10&amp;lgKbn=2&/E01EW/download?1462603952015
3,E02272,S10058JF,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10058JF&amp;lgKbn=2&/E01EW/download?1462603952015
4,E02272,S1003YY6,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1003YY6&amp;lgKbn=2&/E01EW/download?1462603952015
5,E02272,S1003BZJ,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1003BZJ&amp;lgKbn=2&/E01EW/download?1462603952016
6,E00097,S1006UNE,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1006UNE&amp;lgKbn=2&/E01EW/download?1462907586701
7,E00097,S10068PS,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10068PS&amp;lgKbn=2&/E01EW/download?1462907586701
8,E00097,S1005LOX,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1005LOX&amp;lgKbn=2&/E01EW/download?1462907586701
9,E00097,S1004YRD,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1004YRD&amp;lgKbn=2&/E01EW/download?1462907586702
10,E00097,S10041HG,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10041HG&amp;lgKbn=2&/E01EW/download?1462907586702
11,E00097,S1003CVT,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1003CVT&amp;lgKbn=2&/E01EW/download?1462907586702
12,E00097,S1002Q3H,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002Q3H&amp;lgKbn=2&/E01EW/download?1462907586702
13,E00097,S10025KK,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10025KK&amp;lgKbn=2&/E01EW/download?1462907586702
14,E00097,S100164R,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S100164R&amp;lgKbn=2&/E01EW/download?1462907586702
15,E00097,S1000E0C,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1000E0C&amp;lgKbn=2&/E01EW/download?1462907586702
16,E00097,S000E90U,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000E90U&amp;lgKbn=2&/E01EW/download?1462907586702
17,E00097,S000DTLQ,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DTLQ&amp;lgKbn=2&/E01EW/download?1462907586703
18,E00097,S000B9VQ,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000B9VQ&amp;lgKbn=2&/E01EW/download?1462907586703
19,E00097,S0008MHM,0,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008MHM&amp;lgKbn=2&/E01EW/download?1462907586703
