,Date,DateOrdinary,EdinetID,Term,Value,Context,Type,PeriodOrInstant,IsConsolidated,Src
0,2014-06-26,735410,E01794,numberofsubmissiondei,1,FilingDateInstant,Instant,2014-06-26,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
1,2010-03-31,733862,E01794,netsalessummaryofbusinessresults,438998000000,Prior4YearDuration,Duration,2009-04-01:2010-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
2,2011-03-31,734227,E01794,netsalessummaryofbusinessresults,457545000000,Prior3YearDuration,Duration,2010-04-01:2011-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
3,2012-03-31,734593,E01794,netsalessummaryofbusinessresults,436753000000,Prior2YearDuration,Duration,2011-04-01:2012-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
4,2013-03-31,734958,E01794,netsalessummaryofbusinessresults,451841000000,Prior1YearDuration,Duration,2012-04-01:2013-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
5,2014-03-31,735323,E01794,netsalessummaryofbusinessresults,498051000000,CurrentYearDuration,Duration,2013-04-01:2014-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
6,2011-03-31,734227,E01794,ordinaryincomelosssummaryofbusinessresults,12331000000,Prior3YearDuration,Duration,2010-04-01:2011-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
7,2012-03-31,734593,E01794,ordinaryincomelosssummaryofbusinessresults,9863000000,Prior2YearDuration,Duration,2011-04-01:2012-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
8,2013-03-31,734958,E01794,ordinaryincomelosssummaryofbusinessresults,812000000,Prior1YearDuration,Duration,2012-04-01:2013-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
9,2014-03-31,735323,E01794,ordinaryincomelosssummaryofbusinessresults,5111000000,CurrentYearDuration,Duration,2013-04-01:2014-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
10,2011-03-31,734227,E01794,netincomelosssummaryofbusinessresults,10350000000,Prior3YearDuration,Duration,2010-04-01:2011-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
11,2012-03-31,734593,E01794,netincomelosssummaryofbusinessresults,3670000000,Prior2YearDuration,Duration,2011-04-01:2012-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
12,2014-03-31,735323,E01794,netincomelosssummaryofbusinessresults,531000000,CurrentYearDuration,Duration,2013-04-01:2014-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
13,2014-03-31,735323,E01794,comprehensiveincomesummaryofbusinessresults,7573000000,CurrentYearDuration,Duration,2013-04-01:2014-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
14,2010-03-31,733862,E01794,netassetssummaryofbusinessresults,90654000000,Prior4YearInstant,Instant,2010-03-31,na,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S1002AS8&amp;lgKbn=2&/E01EW/download?1463339285808
