,Date,DateOrdinary,EdinetID,Term,Value,Context,Type,PeriodOrInstant,IsConsolidated,Src
0,2013-03-31,734958,E01794,cashanddeposits,22059000000,Prior1YearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10015TW&amp;lgKbn=2&/E01EW/download?1463339285808
1,2013-12-31,735233,E01794,cashanddeposits,38315000000,CurrentQuarterConsolidatedInstant,Instant,2013-12-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10015TW&amp;lgKbn=2&/E01EW/download?1463339285808
2,2013-03-31,734958,E01794,notesandaccountsreceivabletrade,78978000000,Prior1YearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10015TW&amp;lgKbn=2&/E01EW/download?1463339285808
3,2013-12-31,735233,E01794,notesandaccountsreceivabletrade,81578000000,CurrentQuarterConsolidatedInstant,Instant,2013-12-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10015TW&amp;lgKbn=2&/E01EW/download?1463339285808
4,2013-03-31,734958,E01794,merchandiseandfinishedgoods,40032000000,Prior1YearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10015TW&amp;lgKbn=2&/E01EW/download?1463339285808
5,2013-12-31,735233,E01794,merchandiseandfinishedgoods,44564000000,CurrentQuarterConsolidatedInstant,Instant,2013-12-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10015TW&amp;lgKbn=2&/E01EW/download?1463339285808
6,2013-03-31,734958,E01794,workinprocess,11447000000,Prior1YearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10015TW&amp;lgKbn=2&/E01EW/download?1463339285808
7,2013-12-31,735233,E01794,workinprocess,12764000000,CurrentQuarterConsolidatedInstant,Instant,2013-12-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10015TW&amp;lgKbn=2&/E01EW/download?1463339285808
8,2013-03-31,734958,E01794,rawmaterialsandsupplies,24987000000,Prior1YearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10015TW&amp;lgKbn=2&/E01EW/download?1463339285808
9,2013-12-31,735233,E01794,rawmaterialsandsupplies,27323000000,CurrentQuarterConsolidatedInstant,Instant,2013-12-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S10015TW&amp;lgKbn=2&/E01EW/download?1463339285808
