,Date,DateOrdinary,EdinetID,Term,Value,Context,Type,PeriodOrInstant,IsConsolidated,Src
0,2012-03-31,734593,E01794,cashanddeposits,45953000000,Prior1YearConsolidatedInstant,Instant,2012-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
1,2013-03-31,734958,E01794,cashanddeposits,22059000000,CurrentYearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
2,2012-03-31,734593,E01794,notesandaccountsreceivabletrade,77273000000,Prior1YearConsolidatedInstant,Instant,2012-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
3,2013-03-31,734958,E01794,notesandaccountsreceivabletrade,78978000000,CurrentYearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
4,2012-03-31,734593,E01794,merchandiseandfinishedgoods,31616000000,Prior1YearConsolidatedInstant,Instant,2012-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
5,2013-03-31,734958,E01794,merchandiseandfinishedgoods,40032000000,CurrentYearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
6,2012-03-31,734593,E01794,workinprocess,12599000000,Prior1YearConsolidatedInstant,Instant,2012-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
7,2013-03-31,734958,E01794,workinprocess,11447000000,CurrentYearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
8,2012-03-31,734593,E01794,rawmaterialsandsupplies,22656000000,Prior1YearConsolidatedInstant,Instant,2012-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
9,2013-03-31,734958,E01794,rawmaterialsandsupplies,24987000000,CurrentYearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
10,2012-03-31,734593,E01794,deferredtaxassetsca,7874000000,Prior1YearConsolidatedInstant,Instant,2012-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
11,2013-03-31,734958,E01794,deferredtaxassetsca,4925000000,CurrentYearConsolidatedInstant,Instant,2013-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S000DQHM&amp;lgKbn=2&/E01EW/download?1463339285808
