,0,1,2,3,4,5,6,7,8,9
70,2010-03-31,733862,E02271,subscriptionrightstoshares,326000000,Prior1YearConsolidatedInstant,Instant,2010-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
71,2010-03-31,733862,E02271,netassets,372069000000,Prior1YearConsolidatedInstant,Instant,2010-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
72,2010-03-31,733862,E02271,liabilitiesandnetassets,740632000000,Prior1YearConsolidatedInstant,Instant,2010-03-31,1,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
73,2010-03-31,733862,E02271,cashanddeposits,55690000000,Prior1YearNonConsolidatedInstant,Instant,2010-03-31,0,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
74,2010-03-31,733862,E02271,notesreceivabletrade,4820000000,Prior1YearNonConsolidatedInstant,Instant,2010-03-31,0,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
75,2010-03-31,733862,E02271,accountsreceivabletrade,63925000000,Prior1YearNonConsolidatedInstant,Instant,2010-03-31,0,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
76,2010-03-31,733862,E02271,merchandiseandfinishedgoods,60463000000,Prior1YearNonConsolidatedInstant,Instant,2010-03-31,0,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
77,2010-03-31,733862,E02271,workinprocess,70056000000,Prior1YearNonConsolidatedInstant,Instant,2010-03-31,0,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
78,2010-03-31,733862,E02271,rawmaterialsandsupplies,13377000000,Prior1YearNonConsolidatedInstant,Instant,2010-03-31,0,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
79,2010-03-31,733862,E02271,deferredtaxassetsca,39685000000,Prior1YearNonConsolidatedInstant,Instant,2010-03-31,0,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
80,2010-03-31,733862,E02271,shorttermloansreceivabletosubsidiariesandaffiliates,45848000000,Prior1YearNonConsolidatedInstant,Instant,2010-03-31,0,https://disclosure.edinet-fsa.go.jp/E01EW/download?uji.verb=W0EZA104CXP001006BLogic&uji.bean=ee.bean.parent.EECommonSearchBean&no=S0008TGM&lgKbn=2&/E01EW/download?1463244830229
