,Date,DateOrdinary,EdinetID,Term,Value,Context,Type,PeriodOrInstant,IsConsolidated,Src
62,2015-12-31,735963,E02271,investmentsandotherassets,113716000000,CurrentQuarterInstant,Instant,2015-12-31,na,
63,2015-03-31,735688,E02271,noncurrentassets,287429000000,Prior1YearInstant,Instant,2015-03-31,na,
64,2015-12-31,735963,E02271,noncurrentassets,319703000000,CurrentQuarterInstant,Instant,2015-12-31,na,
65,2015-03-31,735688,E02271,assets,972945000000,Prior1YearInstant,Instant,2015-03-31,na,
66,2015-12-31,735963,E02271,assets,1031801000000,CurrentQuarterInstant,Instant,2015-12-31,na,
67,2015-03-31,735688,E02271,notesandaccountspayabletrade,113724000000,Prior1YearInstant,Instant,2015-03-31,na,
68,2015-12-31,735963,E02271,notesandaccountspayabletrade,124840000000,CurrentQuarterInstant,Instant,2015-12-31,na,
69,2015-03-31,735688,E02271,shorttermloanspayable,28600000000,Prior1YearInstant,Instant,2015-03-31,na,
70,2015-12-31,735963,E02271,shorttermloanspayable,31500000000,CurrentQuarterInstant,Instant,2015-12-31,na,
71,2015-12-31,735963,E02271,currentportionofbonds,10000000000,CurrentQuarterInstant,Instant,2015-12-31,na,
72,2015-03-31,735688,E02271,incometaxespayable,5038000000,Prior1YearInstant,Instant,2015-03-31,na,
73,2015-12-31,735963,E02271,incometaxespayable,7639000000,CurrentQuarterInstant,Instant,2015-12-31,na,
74,2015-03-31,735688,E02271,provisionforproductwarranties,9165000000,Prior1YearInstant,Instant,2015-03-31,na,
75,2015-12-31,735963,E02271,provisionforproductwarranties,7794000000,CurrentQuarterInstant,Instant,2015-12-31,na,
76,2015-03-31,735688,E02271,othercl,130737000000,Prior1YearInstant,Instant,2015-03-31,na,
77,2015-12-31,735963,E02271,othercl,171415000000,CurrentQuarterInstant,Instant,2015-12-31,na,
78,2015-03-31,735688,E02271,currentliabilities,287265000000,Prior1YearInstant,Instant,2015-03-31,na,
79,2015-12-31,735963,E02271,currentliabilities,353191000000,CurrentQuarterInstant,Instant,2015-12-31,na,
80,2015-03-31,735688,E02271,bondspayable,50000000000,Prior1YearInstant,Instant,2015-03-31,na,
81,2015-12-31,735963,E02271,bondspayable,40000000000,CurrentQuarterInstant,Instant,2015-12-31,na,
82,2015-03-31,735688,E02271,longtermloanspayable,34600000000,Prior1YearInstant,Instant,2015-03-31,na,
83,2015-12-31,735963,E02271,longtermloanspayable,31700000000,CurrentQuarterInstant,Instant,2015-12-31,na,
84,2015-03-31,735688,E02271,netdefinedbenefitliability,8477000000,Prior1YearInstant,Instant,2015-03-31,na,
85,2015-12-31,735963,E02271,netdefinedbenefitliability,8479000000,CurrentQuarterInstant,Instant,2015-12-31,na,
86,2015-03-31,735688,E02271,assetretirementobligationsncl,3623000000,Prior1YearInstant,Instant,2015-03-31,na,
87,2015-12-31,735963,E02271,assetretirementobligationsncl,3677000000,CurrentQuarterInstant,Instant,2015-12-31,na,
88,2015-03-31,735688,E02271,otherncl,16777000000,Prior1YearInstant,Instant,2015-03-31,na,
89,2015-12-31,735963,E02271,otherncl,23737000000,CurrentQuarterInstant,Instant,2015-12-31,na,
90,2015-03-31,735688,E02271,noncurrentliabilities,113479000000,Prior1YearInstant,Instant,2015-03-31,na,
91,2015-12-31,735963,E02271,noncurrentliabilities,107594000000,CurrentQuarterInstant,Instant,2015-12-31,na,
92,2015-03-31,735688,E02271,liabilities,400744000000,Prior1YearInstant,Instant,2015-03-31,na,
93,2015-12-31,735963,E02271,liabilities,460786000000,CurrentQuarterInstant,Instant,2015-12-31,na,
94,2015-03-31,735688,E02271,capitalstock,65475000000,Prior1YearInstant,Instant,2015-03-31,na,
95,2015-12-31,735963,E02271,capitalstock,65475000000,CurrentQuarterInstant,Instant,2015-12-31,na,
96,2015-03-31,735688,E02271,capitalsurplus,80711000000,Prior1YearInstant,Instant,2015-03-31,na,
97,2015-12-31,735963,E02271,capitalsurplus,80624000000,CurrentQuarterInstant,Instant,2015-12-31,na,
98,2015-03-31,735688,E02271,retainedearnings,378515000000,Prior1YearInstant,Instant,2015-03-31,na,
99,2015-12-31,735963,E02271,retainedearnings,387999000000,CurrentQuarterInstant,Instant,2015-12-31,na,
100,2015-03-31,735688,E02271,shareholdersequity,512290000000,Prior1YearInstant,Instant,2015-03-31,na,
101,2015-12-31,735963,E02271,shareholdersequity,520845000000,CurrentQuarterInstant,Instant,2015-12-31,na,
102,2015-03-31,735688,E02271,valuationdifferenceonavailableforsalesecurities,20775000000,Prior1YearInstant,Instant,2015-03-31,na,
103,2015-12-31,735963,E02271,valuationdifferenceonavailableforsalesecurities,19273000000,CurrentQuarterInstant,Instant,2015-12-31,na,
104,2015-03-31,735688,E02271,foreigncurrencytranslationadjustment,40517000000,Prior1YearInstant,Instant,2015-03-31,na,
105,2015-12-31,735963,E02271,foreigncurrencytranslationadjustment,30563000000,CurrentQuarterInstant,Instant,2015-12-31,na,
106,2015-03-31,735688,E02271,valuationandtranslationadjustments,58270000000,Prior1YearInstant,Instant,2015-03-31,na,
107,2015-12-31,735963,E02271,valuationandtranslationadjustments,48353000000,CurrentQuarterInstant,Instant,2015-12-31,na,
108,2015-03-31,735688,E02271,subscriptionrightstoshares,1132000000,Prior1YearInstant,Instant,2015-03-31,na,
109,2015-12-31,735963,E02271,subscriptionrightstoshares,1285000000,CurrentQuarterInstant,Instant,2015-12-31,na,
110,2015-03-31,735688,E02271,noncontrollinginterests,507000000,Prior1YearInstant,Instant,2015-03-31,na,
111,2015-12-31,735963,E02271,noncontrollinginterests,530000000,CurrentQuarterInstant,Instant,2015-12-31,na,
112,2015-03-31,735688,E02271,netassets,572200000000,Prior1YearInstant,Instant,2015-03-31,na,
113,2015-12-31,735963,E02271,netassets,571015000000,CurrentQuarterInstant,Instant,2015-12-31,na,
114,2015-03-31,735688,E02271,liabilitiesandnetassets,972945000000,Prior1YearInstant,Instant,2015-03-31,na,
115,2015-12-31,735963,E02271,liabilitiesandnetassets,1031801000000,CurrentQuarterInstant,Instant,2015-12-31,na,
116,2014-12-31,735598,E02271,netsales,617819000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
117,2015-12-31,735963,E02271,netsales,617390000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
118,2014-12-31,735598,E02271,costofsales,380588000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
119,2015-12-31,735963,E02271,costofsales,377995000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
120,2014-12-31,735598,E02271,grossprofit,237231000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
121,2015-12-31,735963,E02271,grossprofit,239395000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
122,2014-12-31,735598,E02271,sellinggeneralandadministrativeexpenses,210504000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
123,2015-12-31,735963,E02271,sellinggeneralandadministrativeexpenses,210366000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
124,2014-12-31,735598,E02271,operatingincome,26727000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
125,2015-12-31,735963,E02271,operatingincome,29029000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
126,2014-12-31,735598,E02271,interestincomenoi,976000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
127,2015-12-31,735963,E02271,interestincomenoi,1457000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
128,2014-12-31,735598,E02271,dividendsincomenoi,1106000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
129,2015-12-31,735963,E02271,dividendsincomenoi,1167000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
130,2014-12-31,735598,E02271,equityinearningsofaffiliatesnoi,1037000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
131,2015-12-31,735963,E02271,equityinearningsofaffiliatesnoi,1180000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
132,2014-12-31,735598,E02271,othernoi,3038000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
133,2015-12-31,735963,E02271,othernoi,5270000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
134,2014-12-31,735598,E02271,nonoperatingincome,6158000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
135,2015-12-31,735963,E02271,nonoperatingincome,9076000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
136,2014-12-31,735598,E02271,interestexpensesnoe,1072000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
137,2015-12-31,735963,E02271,interestexpensesnoe,1021000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
138,2014-12-31,735598,E02271,foreignexchangelossesnoe,2096000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
139,2015-12-31,735963,E02271,foreignexchangelossesnoe,176000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
140,2014-12-31,735598,E02271,othernoe,1874000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
141,2015-12-31,735963,E02271,othernoe,1682000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
142,2014-12-31,735598,E02271,nonoperatingexpenses,5042000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
143,2015-12-31,735963,E02271,nonoperatingexpenses,2881000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
144,2014-12-31,735598,E02271,ordinaryincome,27843000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
145,2015-12-31,735963,E02271,ordinaryincome,35224000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
146,2014-12-31,735598,E02271,gainonsalesofnoncurrentassetsei,69000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
147,2015-12-31,735963,E02271,gainonsalesofnoncurrentassetsei,51000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
148,2014-12-31,735598,E02271,gainonsalesofinvestmentsecuritiesei,127000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
149,2015-12-31,735963,E02271,gainonsalesofinvestmentsecuritiesei,514000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
150,2014-12-31,735598,E02271,extraordinaryincome,197000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
151,2015-12-31,735963,E02271,extraordinaryincome,566000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
152,2014-12-31,735598,E02271,lossonsalesofnoncurrentassetsel,58000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
153,2015-12-31,735963,E02271,lossonsalesofnoncurrentassetsel,65000000,CurrentYTDDuration,Duration,2015-04-01:2015-12-31,na,
154,2014-12-31,735598,E02271,impairmentlossel,338000000,Prior1YTDDuration,Duration,2014-04-01:2014-12-31,na,
